Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
CNG,Clean Energy - Atlantic City Jitney Association,6821 Delilah Rd,Delilah Rd and Fire Rd.,Egg Harbor Township,NJ,08406,,562-493-2804  609-344-8642,E,,Public - Credit card at all times,24 hours daily,A CleanEnergy D FuelMan M V Voyager Wright_Exp,,Q,3000 3600,,,,,,,200-9,39.410942,-74.53063,2023-09-14,36309,2024-01-31 22:07:01 UTC,P,,,2015-10-01,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STANDALONE_STATION,4,NONE,1000,,,,,,,,,Q,3000 3600,HD,,,false,,,,,,true,,HD,
CNG,Giant Eagle - Ok Grocery,755 Beechnut Dr,,Pittsburgh,PA,15205,,888-378-8646,E,,Public - Credit card at all times,24 hours daily,M V Wright_Exp,,Q,3600,,,,,,,200-9,40.453507,-80.085371,2023-09-14,36311,2024-01-31 22:07:01 UTC,P,,,2011-07-14,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,GROCERY,1,,1200,,,,,,,,,Q,3600,HD,,,false,,,,,,,,HD,
CNG,Questar Gas - Flying J Travel Plaza - Scipio,810 N 800 W,Exit 88 off I-15,Scipio,UT,84656,,435-758-2345,E,,Public - Credit card at all times,24 hours daily,Comdata GasCard M V Wright_Exp,,Q,3600,,,,,,,GPS,39.255065,-112.116282,2023-04-06,36312,2024-01-31 22:07:01 UTC,P,,,2010-09-15,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,TRUCK_STOP,2,NONE,,,,,,,,,,Q,3600,HD,,,false,,,,,,true,,HD,
CNG,City of Bossier City,2580 E Texas St,,Bossier City,LA,71111,,318-741-8441,E,,Public - Credit card at all times,24 hours daily,A D FuelMan GasCard M V Voyager Wright_Exp,,Q,3600,,,,,,,200-9,32.527872,-93.714249,2024-05-09,36549,2024-05-09 20:33:30 UTC,LG,,,2010-10-15,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,2,,,,,,,,,,,Q,3600,HD,,,false,,,,,,,,HD,
CNG,Clean Energy - Republic Services,3015 E Comstock Ave,"North of major intersection at Garrity Rd & Kings Rd, between Garrity Rd and Comstock Ave. Entrance to public station is around the corner on King Rd.",Nampa,ID,83687,,866-809-4869,E,,Public - Credit card at all times,24 hours daily; call 866-809-4869 for Clean Energy card; station can accommodate trailers up to 48 ft.,A CleanEnergy D Debit FuelMan M V Voyager Wright_Exp,,Q,3000 3600,,,,,,,200-9,43.593304,-116.534414,2023-06-12,36580,2024-01-31 22:07:01 UTC,P,,,2011-08-08,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STANDALONE_STATION,1,NONE,726,,,,,,,,,Q,3000 3600,HD,,,false,,,,,,true,,HD,
CNG,CNG Calumet,130 State St,,Calumet City,IL,60409,,773-960-5642,E,,Public - Credit card at all times,24 hours daily,D FuelMan M V Voyager Wright_Exp,,Q,3600,,,,,,,200-9,41.622812,-87.527426,2023-09-14,36581,2024-01-31 22:07:01 UTC,P,,,2013-08-01,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STANDALONE_STATION,1,,62,74142,,,,,,,,Q,3600,HD,,,false,,,,,,false,,HD,
CNG,City of Columbus - Fleet Management,4211 Groves Rd,I-70 and Rt 317 (Hamilton Rd S),Columbus,OH,43232,,614-645-8281  614-900-7470,E,,Public - Credit card at all times,24 hours daily; call 614-645-8333 for after hour access; security fobs are available for sale to allow access after hours; email cng@columbus.gov for more information,M V,,Q,3600,,,,,,,200-9,39.930318,-82.885496,2023-07-11,36584,2024-01-31 22:07:01 UTC,LG,,,2012-04-17,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,1,,452,,,,,,,,,Q,3600,HD,,,false,,,,,,false,,HD,
CNG,Arkansas Oklahoma Gas Corp,4419 Main St,,Arkoma,OK,74901,,479-783-3181,E,,Public - Credit card at all times,24 hours daily,CREDIT M V Voyager,,Q,3600,,,,,,,GPS,35.3546799,-94.4373794,2024-04-14,36586,2024-04-14 22:11:34 UTC,T,,,2011-01-15,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,UTILITY,1,,250,69426,,,,,,,,Q,3600,HD,,,false,,,,,,false,,HD,
CNG,OnCue Express #100 - C-Store,5900 W Reno Ave,Reno at MacArthur Ave.,Oklahoma City,OK,73127,,405-787-2255,E,,Public,"24 hours daily; station can accommodate heavy-duty vehicles, however some maneuvering might be necessary",Cash FuelMan M V Voyager Wright_Exp,,Q,3600,,,,,,,200-9,35.463717,-97.619498,2024-01-09,36591,2024-01-31 22:07:01 UTC,P,,,2011-01-15,,HD,,,,US,,,,Public,,public,,,CONVENIENCE_STORE,2,NONE,500,130000,,,,,,,,Q,3600,HD,,,false,,,,,,true,,HD,
CNG,OnCue Express #101 - C-Store,1 NW 23rd St,NW 23rd St at Santa Fe.,Oklahoma City,OK,73103,,405-557-1170,E,,Public,24 hours daily,A ARI Cash Checks D Debit FuelMan M Proprietor V Voyager Wright_Exp,,Q,3600,,,,,,,200-9,35.494079,-97.511596,2024-01-09,36592,2024-01-31 22:07:01 UTC,P,,,2011-01-15,,HD,,,,US,,,,Public,,public,,,CONVENIENCE_STORE,2,NONE,257,,,,,,,,,Q,3600,HD,,,false,,,,,,true,,HD,
CNG,Blue Energy Fuels - City of Owasso,101 S Main St,Corner of S Main and E 1st Ave,Owasso,OK,74055,,918-641-2583,E,,Public - Credit card at all times,24 hours daily,D FuelMan M V Voyager Wright_Exp,,Q,3600,,,,,,,200-9,36.264897,-95.854698,2024-02-12,36773,2024-02-12 21:24:44 UTC,P,,,2012-06-15,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,2,,,,,,,,,,,Q,3600,HD,,,false,,,,,,,,HD,
CNG,City of Grand Junction,2553 Riverside Pkwy,Riverside Pkwy and Broadway,Grand Junction,CO,81501,,970-245-3440,E,,Public - Credit card at all times,24 hours daily,GasCard M V,,Q,3600,,,,,,,200-8,39.073697,-108.582361,2023-11-09,36775,2024-01-31 22:07:01 UTC,LG,,,2011-03-15,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,1,WASTEWATER,136,34105,,,,,,,,Q,3600,HD,,,false,,,,,,true,,HD,
CNG,City of Bossier City,4520 Barksdale Blvd,,Bossier City,LA,71112,,318-741-8441,E,,Public - Credit card at all times,24 hours daily,A D FuelMan GasCard M V Voyager Wright_Exp,,Q,3600,,,,,,,200-9,32.469998,-93.672804,2024-05-09,36776,2024-05-09 20:33:30 UTC,LG,,,2011-09-01,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,2,,,,,,,,,,,Q,3600,HD,,,false,,,,,,,,HD,
CNG,City of Springfield,1111 W Chestnut Expy,Chestnut Expy and Kansas Expy,Springfield,MO,65802,,417-864-1955,E,,Public - Credit card at all times,7am-6pm M-F,D M V,,Q,3600,,,,,,,200-9,37.215692,-93.306068,2023-09-14,36777,2024-01-31 22:07:01 UTC,LG,,,2012-10-16,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,1,,110,,,,,,,,,Q,3600,HD,,,false,,,,,,false,,HD,
CNG,City of Socorro,3000 Old US Highway 85,Located at the landfill,Socorro,NM,87801,,575-835-0240,E,,Public - Credit card at all times,24 hours daily,A D M V,,Q,3000,,,,,,,200-8,33.984094,-106.887526,2023-09-14,36778,2024-01-31 22:07:01 UTC,LG,,,2009-11-15,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,1,NONE,,,,,,,,,,Q,3000,HD,,,false,,,,,,true,,HD,
CNG,Metropolitan Utilities District,2615 S 64th Ave,,Omaha,NE,68106,,402-554-6666,E,,Public - Credit card at all times,24 hours daily,M V Voyager Wright_Exp,,Q,3600,,,,,,,200-9,41.235148,-96.011954,2024-04-14,38060,2024-04-14 22:11:34 UTC,T,,,2011-08-01,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,UTILITY,1,,634,,,,,,,,,Q,3600,HD,,,false,,,,,,false,,HD,
CNG,Lincoln Airport Authority,3520 NW 36th St,W Mathis St & NW 36th St,Lincoln,NE,68524,,402-458-2480,E,,Public - Credit card at all times,24 hours daily,CREDIT D M V Wright_Exp,,Q,3600,,,,,,,200-8,40.849302,-96.771971,2023-03-08,38484,2024-04-01 16:02:50 UTC,P,,,2011-08-31,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,AIRPORT,1,,,,,,,,,,,Q,3600,HD,,,false,,,,,,false,,HD,
CNG,Clean Energy - Dillon Transport,4600 Irving Blvd,LCNG station,Dallas,TX,75247,,866-809-4869,E,,Public - Credit card at all times,24 hours daily; call 866-809-4869 for Clean Energy card; Also accepts PFGiftCard,A CleanEnergy Comdata D EFS FleetOne FuelMan M TCH Tchek V Voyager Wright_Exp,,Q,3000 3600,,,,,,,200-9,32.80764,-96.896592,2023-09-14,38487,2024-01-31 22:07:01 UTC,P,,,2012-10-08,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STANDALONE_STATION,1,NONE,,,,,,,,,,Q,3000 3600,HD,,,false,,,,,,true,,HD,
CNG,Beyond6,16038 Highway 65 S,Arkansas Route 124,Damascus,AR,72039,,877-872-3966,E,,Public - Credit card at all times,24 hours daily,A Comdata D FuelMan M V Wright_Exp,,Q,3600,,,,,,,200-9,35.382404,-92.390824,2023-04-06,38654,2024-01-31 22:07:01 UTC,P,,,2011-05-13,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STANDALONE_STATION,3,NONE,500,,,,,,,,,Q,3600,HD,,,false,,,,,,true,,HD,
CNG,Clean N' Green,1001 Fairview St,,Camden,NJ,08104,,800-331-3441,E,,Public - Credit card at all times,24 hours daily,D FuelMan M Proprietor V Voyager Wright_Exp,,Q,3600,,,,,,,200-8,39.914001,-75.108896,2023-12-13,39060,2024-01-31 22:07:01 UTC,P,,,2011-06-08,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STANDALONE_STATION,2,,,,,,,,,,,Q,3600,HD,,,false,,,,,,,,HD,
CNG,City of Rock Hill - Operations Headquarters,757 S Anderson Rd,"Cowan Rd and S Anderson Rd, on operations center site",Rock Hill,SC,29730,,803-325-2500,E,,Public - Credit card at all times,24 hours daily; customers may call 803-325-2500,M V,,Q,3600,,,,,,,200-9,34.923072,-80.991091,2023-10-12,39193,2024-01-31 22:07:01 UTC,LG,,,2011-08-31,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,1,,,,,,,,,,,Q,3600,HD,,,false,,,,,,false,,HD,
CNG,Clean Energy - Riverside County Waste Management,1810 Agua Mansa Rd,LCNG station,Riverside,CA,92509,,866-809-4869,E,,Public - Credit card at all times,24 hours daily; call 866-809-4869 for Clean Energy card,A CleanEnergy Comdata D EFS FuelMan M Tchek V Voyager Wright_Exp,,Q,3000 3600,,,,,,,200-8,34.02094,-117.385415,2023-06-12,39196,2024-01-31 22:07:01 UTC,LG,,,2011-01-15,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STANDALONE_STATION,1,NONE,,,,,,,,,,Q,3000 3600,HD,,,false,,,,,,true,,HD,
CNG,York County Natural Gas Authority,975 W Main St,Corner of Highway 5 (Main St) and S Cherry Rd,Rock Hill,SC,29730,,803-323-5321,E,,Public - Credit card at all times,24 hours daily,A D FuelMan M V Voyager Wright_Exp,,B,3600,,,,,,,200-8,34.935622,-81.042552,2023-08-10,39655,2024-01-31 22:07:01 UTC,T,,,2011-10-21,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,UTILITY,2,,68,49311,,,,,,,,B,3600,HD,,,false,,,,,,false,,HD,
CNG,Davidson County,925 N Main St,,Lexington,NC,27292,,336-242-2250,E,,Public,7am-4pm M-F,A Cash D M V,,Q,3600,,,,,,,200-8,35.831853,-80.243198,2023-11-09,40081,2024-01-31 22:07:01 UTC,LG,,,2010-07-30,,HD,,,,US,,,,Public,,public,,,MUNI_GOV,1,,,,,,,,,,,Q,3600,HD,,,false,,,,,,false,,HD,
CNG,Dominion Energy - Weber State University,4760 Old Post Rd,Harrison Blvd.,Ogden,UT,84403,,800-323-5517,E,,Public - Credit card at all times,24 hours daily,GasCard M V Wright_Exp,,Q,3000 3600,,,,,,,200-8,41.176663,-111.947811,2023-04-06,40319,2024-01-31 22:07:01 UTC,P,,,2012-04-30,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,COLLEGE_CAMPUS,2,NONE,400,,,,,,,,,Q,3000 3600,HD,,,false,,,,,,true,,HD,
CNG,Clean Energy - City of Torrance,20450 Madrona Ave,,Torrance,CA,90503,,866-809-4869,E,,Public - Credit card at all times,24 hours daily; call 866-809-4869 for Clean Energy card,A CleanEnergy Comdata D FuelMan M V Voyager Wright_Exp,,Q,3600,,,,,,,200-8,33.845681,-118.344675,2023-05-03,40851,2024-01-31 22:07:01 UTC,LG,,,2011-09-01,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,1,NONE,,,,,,,,,,Q,3600,HD,,,false,,,,,,true,,HD,
CNG,Clean N' Green,1719 S Santa Fe St,,Santa Ana,CA,92705,,800-331-3441,E,,Public - Credit card at all times,24 hours daily,D FuelMan M Proprietor V Voyager Wright_Exp,,B,3600,,,,,,,GPS,33.72361498214669,-117.8531938809509,2023-07-11,40876,2024-04-02 14:10:10 UTC,P,,,2011-08-24,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STANDALONE_STATION,2,,,,,,,,,,,B,3600,HD,,,false,,,,,,,,HD,
CNG,Northeast Oklahoma Public Facilities Authority - Tahlequah,853 N Woodard Ave,At Woodard and Airport Pkwy. Northeast Oklahoma Public Facilities Authority,Tahlequah,OK,74464,,918-456-5621,E,,Public - Credit card at all times,24 hours daily,D FuelMan M V Voyager Wright_Exp,,Q,3600,,,,,,,GPS,35.92491664480067,-95.00068553967287,2023-10-12,40878,2024-01-31 22:07:01 UTC,SG,,,2011-08-18,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STATE_GOV,4,,300,40000,,,,,,,,Q,3600,HD,,,false,,,,,,false,,HD,
CNG,Clean Energy - City of Elk Grove eTran,9050 Elkmont Way,,Elk Grove,CA,95624,,866-809-4869,E,,Public - Credit card at all times,24 hours daily; call 866-809-4869 for Clean Energy card,A CleanEnergy Comdata D FleetOne FuelMan M V Voyager Wright_Exp,,Q,3600,,,,,,,200-9,38.381451,-121.364358,2023-06-12,41171,2024-01-31 22:07:01 UTC,LG,,,2011-02-15,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,FLEET_GARAGE,2,NONE,,,,,,,,,,Q,3600,HD,,,false,,,,,,true,,HD,
CNG,Alternative Vehicle Service Group - City of Nashua,11 Riverside Dr,Route 3 north to Exit 5W,Nashua,NH,03062,,617-242-8755,E,,Public - Credit card at all times,24 hours daily,M PHH V Voyager Wright_Exp,,Q,3600,,,,,,,200-8,42.748652,-71.49884,2023-07-11,41356,2024-01-31 22:07:01 UTC,LG,,,2011-10-21,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,OFFICE_BLDG,2,,300,37000,,,,,,,,Q,3600,HD,,,false,,,,,,false,,HD,
CNG,Chevron - Shop A Lott #3,796 Washington Ave,US Highway 84 and US Highway 171,Mansfield,LA,71052,,318-872-0325,E,,Public,24 hours daily,A Cash Comdata D EFS FleetOne FuelMan GasCard M TCH Tchek V Voyager Wright_Exp,,Q,3600,,,,,,,200-9,32.029056,-93.713243,2024-05-09,41449,2024-05-09 20:33:30 UTC,P,,,2012-01-01,,HD,,,,US,,,,Public,,public,,,CONVENIENCE_STORE,3,,275,33400,,,,,,,,Q,3600,HD,,,false,,,,,,,,HD,
CNG,Chevron - Leebo's #9,6016 Old Boyce Hwy,"Exit 90, I-49",Alexandria,LA,71303,,318-449-1578,E,,Public - Credit card after hours,6am-12am daily,A Cash Comdata D EFS FleetOne FuelMan GasCard M TCH Tchek V Voyager Wright_Exp,,Q,3600,,,,,,,200-9,31.34545,-92.51807,2024-05-09,41450,2024-05-09 20:33:30 UTC,P,,,2012-01-01,,HD,,,,US,,,,Public - Carte de crédit après les heures d'ouverture,,public,CREDIT_CARD_AFTER_HOURS,,TRUCK_STOP,3,,275,33400,,,,,,,,Q,3600,HD,,,false,,,,,,,,HD,
ELEC,Wilkerson Nature Preserve Park,11408 Raven Ridge Rd,,Raleigh,NC,27614,,919-996-3030,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,35.92353,-78.599883,2023-01-10,41553,2023-02-14 15:54:11 UTC,LG,,,2011-05-25,,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,Free,,,,,,,,,,false,,,,,,,,HD,false
CNG,Clean Energy - Cleveland Hopkins International Airport,18899 Snow Rd,,Brook Park,OH,44142,,866-809-4869,E,,Public - Credit card at all times,24 hours daily; call 866-809-4869 for Clean Energy card,A CleanEnergy D FleetOne FuelMan M V Voyager Wright_Exp,,Q,3000 3600,,,,,,,200-9,41.402106,-81.828365,2023-09-14,41678,2024-01-31 22:07:01 UTC,P,,,2012-09-27,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,AIRPORT,1,NONE,,,,,,,,,,Q,3000 3600,HD,,,false,,,,,,true,,HD,
CNG,IGS CNG Services - City of Dublin,6351 Shier-Rings Rd,1/2 mile west of the intersection of Avery Rd and Shier-Rings Rd.,Dublin,OH,43016,,877-742-4476,E,,Public - Card key at all times,24 hours daily; call 614-659-5196 or email info@cngservices.com to arrange for card key,Proprietor,,Q,3600,,,,,,,200-9,40.093708,-83.162608,2023-05-03,41685,2024-01-31 22:07:01 UTC,LG,,,2012-06-28,,HD,,,,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,MUNI_GOV,3,NONE,,,,,,,,,,Q,3600,HD,,,false,,,,,,true,,HD,
CNG,Piedmont Natural Gas - High Point,2623 Uwharrie Rd,Near Bus 85 W Green Dr exit,High Point,NC,27263,,877-840-0043,E,,Public - Credit card at all times,24 hours daily,A Comdata D EFS FleetOne FuelMan M TCH Tchek V Voyager Wright_Exp,,Q,3600,,,,,,,200-9,35.923838,-80.007704,2023-07-11,42090,2024-01-31 22:07:01 UTC,T,,,2011-11-21,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,UTILITY,2,NONE,,,,,,,,,,Q,3600,HD,,,false,,,,,,true,,HD,
CNG,South Jersey Gas,142 S Main St,At the intersection of Grove St and Academy St.,Glassboro,NJ,08028,,866-278-3674,E,,Public - Credit card at all times,24 hours daily,CleanEnergy D FuelMan M V Voyager Wright_Exp,,Q,3600,,,,,,,200-9,39.697476,-75.112075,2023-12-13,42091,2024-01-31 22:07:01 UTC,T,,,2012-02-15,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,UTILITY,2,LANDFILL,1000,,,,,,,,,Q,3600,HD,,,false,,,,,,true,,HD,
CNG,Clean N' Green,100 Ransier Dr,,Buffalo,NY,14224,,800-331-3441,E,,Public - Credit card at all times,24 hours daily; tight turning radius for 53 foot long trailers,D FuelMan M Proprietor V Voyager Wright_Exp,,Q,3600,,,,,,,200-9,42.844172,-78.747585,2023-07-11,42093,2024-04-02 14:10:10 UTC,P,,,2011-12-01,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STANDALONE_STATION,2,,800,57500,,,,,,,,Q,3600,HD,,,false,,,,,,,,HD,
CNG,Conoco - Outpost Convenience Store,17699 S Muskogee Ave,,Tahlequah,OK,74464,,918-456-5578,E,,Public - Credit card at all times,24 hours daily; contact station to confirm vehicle accessibility,A D M V,,Q,3600,,,,,,,200-9,35.853211,-94.989243,2023-10-12,42094,2024-01-31 22:07:01 UTC,P,,,2016-05-15,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,CONVENIENCE_STORE,1,,,,,,,,,,,Q,3600,HD,,,false,,,,,,false,,HD,
ELEC,City of Raleigh - Walnut Creek Wetland Center,950 Peterson St,,Raleigh,NC,27610,,919-996-3030,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,35.760503,-78.625345,2023-01-10,42398,2023-02-14 15:54:11 UTC,LG,,,2011-11-14,,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,Free,,,,,,,,,,false,,,,,,,,HD,false
CNG,Clean Energy - City of Chula Vista,1800 Maxwell Rd,,Chula Vista,CA,91911,,866-809-4869,T,2023-11-02,TEMPORARILY UNAVAILABLE (Public - Credit card at all times),24 hours daily; call 866-809-4869 for Clean Energy card,A CleanEnergy Comdata D FuelMan M TCH V Voyager Wright_Exp,,Q,3000 3600,,,,,,,200-9,32.596725,-117.019495,2023-06-12,42473,2024-01-31 22:07:01 UTC,LG,,,2012-01-02,,HD,,,,US,,,,TEMPORAIREMENT SUSPENDU (Public - Carte de crédit en tout temps),,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,1,NONE,,,,,,,,,,Q,3000 3600,HD,,,false,,,,,,true,,HD,
CNG,TruStar Energy - Lafayette,515 E Verot School Rd,,Lafayette,LA,70508,,914-705-4000,E,,Public - Credit card at all times,24 hours daily,A D FuelMan M V Voyager Wright_Exp,,Q,3600,,,,,,,200-9,30.181429,-91.993631,2023-10-12,42584,2024-05-24 19:35:56 UTC,P,,,2012-04-29,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STANDALONE_STATION,3,,350,,,,,,,,,Q,3600,HD,,,false,,,,,,,,HD,
CNG,Clean Energy - Louis Armstrong New Orleans International Airport,1017 Airline Dr,,Kenner,LA,70062,,866-809-4869,E,,Public - Credit card at all times,24 hours daily; call 866-809-4869 for Clean Energy card; station can accommodate heavy-duty vehicles up to tractor-trailers,A CleanEnergy D FleetOne FuelMan M V Voyager Wright_Exp,,Q,3000 3600,,,,,,,200-8,29.983445,-90.262962,2023-09-14,42585,2024-01-31 22:07:01 UTC,P,,,2012-03-15,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,AIRPORT,2,NONE,,,,,,,,,,Q,3000 3600,HD,,,false,,,,,,true,,HD,
CNG,HPW Energy Inc,8246 Route 5,Route 5 and Route 394,Westfield,NY,14787,,716-753-6565,E,,Public - Credit card at all times,24 hours daily,A CREDIT D M V Voyager Wright_Exp,,Q,3600,,,,,,,200-9,42.340677,-79.595958,2024-04-14,42590,2024-04-14 22:11:34 UTC,P,,,2011-12-10,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STANDALONE_STATION,1,,112,51000,,,,,,,,Q,3600,HD,,,false,,,,,,false,,HD,
CNG,OnCue Express #107 - C-Store,5500 SE 29th St,SW corner of SE 29th and Sooner Rd.,Del City,OK,73115,,405-672-3420,E,,Public - Credit card at all times,24 hours daily,FuelMan M V Voyager Wright_Exp,,Q,3600,,,,,,,200-9,35.434767,-97.424626,2024-01-09,42591,2024-01-31 22:07:01 UTC,P,,,2011-12-01,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,CONVENIENCE_STORE,1,NONE,257,,,,,,,,,Q,3600,HD,,,false,,,,,,true,,HD,
CNG,OnCue Express #314 - C-Store,1402 S Perkins Rd,8 blocks S of Hwy 51 & Perkins Rd intersection.,Stillwater,OK,74074,,405-624-9091,E,,Public,24 hours daily,Cash FuelMan M V Voyager Wright_Exp,,Q,3600,,,,,,,200-9,36.106651,-97.051781,2024-01-09,42594,2024-01-31 22:07:01 UTC,P,,,2011-12-01,,HD,,,,US,,,,Public,,public,,,CONVENIENCE_STORE,1,NONE,322,,,,,,,,,Q,3600,HD,,,false,,,,,,true,,HD,
CNG,Questar Gas - Kaysville,80 N 600 W,Exit 328 off I-15,Kaysville,UT,84037,,800-323-5517,E,,Public - Credit card at all times,24 hours daily,GasCard M V Wright_Exp,,Q,3000 3600,,,,,,,200-8,41.035784,-111.949467,2023-04-06,42600,2024-01-31 22:07:01 UTC,T,,,2011-12-25,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,UTILITY,2,NONE,,,,,,,,,,Q,3000 3600,HD,,,false,,,,,,true,,HD,
CNG,Clean N' Green,200 Rangos Ln,,Washington,PA,15301,,800-331-3441,E,,Public - Credit card at all times,24 hours daily,D FuelMan M Proprietor V Voyager Wright_Exp,,Q,3600,,,,,,,200-8,40.208133,-80.273462,2023-07-11,43071,2024-04-02 14:10:10 UTC,P,,,2012-02-01,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STANDALONE_STATION,2,,,,,,,,,,,Q,3600,HD,,,false,,,,,,,,HD,
CNG,ASAP General Store 101,1401 N Airport Rd,"I-40, Exit 84.",Weatherford,OK,73096,,580-772-5618,E,,Public,24 hours daily,A Cash Comdata D Debit EFS FleetOne FuelMan M PHH TCH Tchek V Voyager Wright_Exp,,Q,3600,,,,,,,200-9,35.539229,-98.659654,2024-01-09,43353,2024-01-31 22:07:01 UTC,P,,,2012-01-18,,HD,,,,US,,,,Public,,public,,,TRUCK_STOP,2,NONE,540,66728,,,,,,,,Q,3600,HD,,,false,,,,,,true,,HD,
